x_values,total_1,total_2,total_3
3600,4901,2668,4353
3601,4901,2663,4353
3602,4905,2667,4355
3603,4899,2666,4355
3604,4896,2663,4361
3605,4899,2664,4364
3606,4906,2664,4362
3607,4911,2663,4361
3608,4910,2669,4368
3609,4908,2668,4365
3610,4916,2673,4371
3611,4913,2679,4374
3612,4910,2682,4374
3613,4914,2677,4381
3614,4917,2673,4378
3615,4912,2670,4384
3616,4910,2665,4382
3617,4910,2663,4379
3618,4913,2660,4383
3619,4919,2665,4390
3620,4914,2665,4397
3621,4918,2667,4393
3622,4915,2665,4393
3623,4914,2669,4395
3624,4912,2668,4397
3625,4920,2664,4397
3626,4920,2664,4399
3627,4915,2667,4399
3628,4917,2669,4401
3629,4921,2667,4400
3630,4916,2667,4401
3631,4912,2670,4401
3632,4908,2668,4408
3633,4903,2668,4414
3634,4908,2674,4410
3635,4908,2677,4415
3636,4912,2680,4412
3637,4919,2682,4411
3638,4923,2682,4407
3639,4923,2686,4407
3640,4926,2692,4405
3641,4928,2690,4401
3642,4933,2693,4404
3643,4941,2698,4406
3644,4942,2704,4402
3645,4947,2701,4402
3646,4951,2705,4398
3647,4946,2706,4399
3648,4951,2704,4405
3649,4951,2703,4404
3650,4956,2698,4399
3651,4950,2701,4395
3652,4946,2703,4392
3653,4941,2707,4398
3654,4942,2711,4396
3655,4950,2706,4402
3656,4955,2704,4406
3657,4954,2709,4401
3658,4958,2711,4402
3659,4958,2713,4407
3660,4966,2708,4403
3661,4967,2714,4403
3662,4966,2719,4405
3663,4974,2724,4409
3664,4977,2724,4411
3665,4977,2720,4418
3666,4977,2715,4418
3667,4975,2716,4414
3668,4969,2721,4416
3669,4965,2718,4416
3670,4969,2723,4412
3671,4974,2729,4410
3672,4975,2735,4408
3673,4975,2733,4409
3674,4977,2736,4406
3675,4977,2738,4402
3676,4973,2741,4400
3677,4967,2739,4401
3678,4968,2745,4404
3679,4962,2750,4400
3680,4959,2752,4397
3681,4957,2757,4400
3682,4965,2760,4398
3683,4963,2755,4399
3684,4960,2760,4403
3685,4961,2755,4403
3686,4962,2753,4409
3687,4970,2756,4404
3688,4972,2758,4408
3689,4967,2755,4410
3690,4973,2750,4406
3691,4979,2748,4409
3692,4975,2748,4413
3693,4978,2754,4414
3694,4979,2755,4416
3695,4986,2758,4421
3696,4994,2758,4417
3697,5001,2755,4420
3698,4999,2756,4419
3699,5006,2761,4415
3700,5008,2764,4416
3701,5007,2760,4423
3702,5011,2757,4418
3703,5009,2762,4418
3704,5017,2758,4421
3705,5021,2756,4428
3706,5020,2751,4431
3707,5027,2754,4431
3708,5034,2760,4434
3709,5032,2764,4430
3710,5026,2766,4435
3711,5027,2765,4440
3712,5025,2771,4439
3713,5024,2776,4444
3714,5023,2771,4444
3715,5031,2774,4446
3716,5026,2779,4445
3717,5021,2785,4445
3718,5029,2782,4446
3719,5030,2779,4451
3720,5037,2784,4451
3721,5039,2789,4447
3722,5047,2786,4442
3723,5048,2787,4449
3724,5043,2783,4445
3725,5039,2787,4444
3726,5036,2793,4442
3727,5042,2789,4439
3728,5045,2786,4440
3729,5052,2786,4439
3730,5047,2790,4438
3731,5046,2793,4442
3732,5054,2795,4445
3733,5049,2800,4442
3734,5052,2805,4449
3735,5046,2808,4451
3736,5040,2805,4451
3737,5039,2804,4448
3738,5033,2806,4447
3739,5038,2805,4448
3740,5043,2810,4449
3741,5039,2811,4446
3742,5033,2811,4449
3743,5028,2809,4448
3744,5031,2813,4446
3745,5035,2812,4450
3746,5030,2810,4446
3747,5024,2808,4442
3748,5030,2809,4443
3749,5035,2811,4441
3750,5038,2807,4442
3751,5032,2806,4441
3752,5031,2804,4436
3753,5029,2806,4443
3754,5032,2809,4450
3755,5029,2812,4452
3756,5029,2816,4453
3757,5023,2820,4457
3758,5030,2822,4458
3759,5036,2817,4459
3760,5042,2819,4464
3761,5040,2821,4469
3762,5048,2819,4471
3763,5054,2821,4472
3764,5057,2821,4473
3765,5052,2816,4476
3766,5060,2820,4475
3767,5061,2815,4470
3768,5061,2821,4471
3769,5067,2822,4468
3770,5072,2823,4463
3771,5069,2822,4469
3772,5071,2822,4476
3773,5075,2824,4476
3774,5071,2820,4479
3775,5070,2816,4486
3776,5077,2811,4491
3777,5080,2817,4491
3778,5083,2823,4493
3779,5088,2829,4498
3780,5083,2830,4504
3781,5083,2835,4508
3782,5087,2838,4506
3783,5091,2833,4513
3784,5093,2835,4512
3785,5092,2832,4518
3786,5087,2833,4523
3787,5093,2836,4524
3788,5090,2831,4523
3789,5084,2826,4524
3790,5082,2832,4524
3791,5076,2827,4526
3792,5074,2832,4526
3793,5075,2836,4524
3794,5080,2832,4521
3795,5084,2834,4528
3796,5090,2836,4533
3797,5098,2836,4540
3798,5092,2833,4537
3799,5100,2837,4536
3800,5106,2833,4538
3801,5113,2833,4544
3802,5111,2834,4540
3803,5115,2832,4538
3804,5118,2832,4535
3805,5126,2833,4538
3806,5120,2829,4536
3807,5119,2830,4536
3808,5116,2830,4541
3809,5121,2828,4545
3810,5115,2825,4551
3811,5110,2830,4553
3812,5108,2831,4556
3813,5114,2826,4558
3814,5120,2825,4553
3815,5127,2830,4555
3816,5134,2835,4558
3817,5129,2840,4553
3818,5124,2841,4555
3819,5130,2846,4555
3820,5126,2845,4556
3821,5123,2851,4558
3822,5117,2846,4564
3823,5116,2846,4569
3824,5111,2852,4571
3825,5108,2847,4567
3826,5106,2852,4572
3827,5111,2854,4570
3828,5105,2859,4576
3829,5108,2858,4572
3830,5111,2853,4573
3831,5108,2853,4576
3832,5105,2850,4577
3833,5105,2850,4575
3834,5102,2849,4580
3835,5096,2850,4579
3836,5100,2854,4577
3837,5099,2851,4579
3838,5094,2846,4578
3839,5102,2846,4575
3840,5105,2842,4573
3841,5102,2847,4568
3842,5103,2843,4571
3843,5099,2839,4569
3844,5103,2838,4564
3845,5104,2839,4563
3846,5111,2843,4560
3847,5115,2843,4556
3848,5122,2846,4562
3849,5119,2846,4561
3850,5113,2847,4564
3851,5115,2852,4559
3852,5119,2858,4558
3853,5124,2853,4559
3854,5124,2851,4560
3855,5125,2851,4557
3856,5132,2854,4553
3857,5132,2854,4548
3858,5128,2853,4544
3859,5127,2852,4546
3860,5125,2851,4541
3861,5127,2847,4544
3862,5124,2848,4548
3863,5127,2848,4545
3864,5122,2850,4541
3865,5122,2851,4543
3866,5117,2847,4547
3867,5122,2842,4551
3868,5117,2848,4549
3869,5122,2852,4556
3870,5126,2856,4553
3871,5120,2852,4558
3872,5127,2848,4553
3873,5127,2853,4549
3874,5125,2854,4550
3875,5132,2853,4546
3876,5130,2853,4550
3877,5134,2852,4553
3878,5139,2855,4558
3879,5143,2851,4560
3880,5148,2856,4562
3881,5153,2858,4564
3882,5156,2863,4559
3883,5159,2865,4554
3884,5155,2864,4551
3885,5157,2870,4550
3886,5160,2873,4552
3887,5164,2870,4555
3888,5160,2871,4555
3889,5158,2877,4557
3890,5154,2881,4559
3891,5160,2877,4557
3892,5160,2875,4562
3893,5157,2876,4566
3894,5163,2877,4561
3895,5167,2883,4562
3896,5162,2888,4566
3897,5170,2883,4573
3898,5170,2886,4580
3899,5173,2887,4586
3900,5167,2885,4591
3901,5173,2883,4591
3902,5180,2887,4591
3903,5183,2883,4597
3904,5179,2889,4599
3905,5186,2887,4598
3906,5191,2888,4604
3907,5195,2893,4608
3908,5203,2898,4603
3909,5200,2904,4609
3910,5202,2901,4612
3911,5200,2907,4616
3912,5208,2909,4618
3913,5212,2914,4616
3914,5217,2915,4616
3915,5213,2920,4620
3916,5213,2920,4615
3917,5210,2923,4612
3918,5218,2928,4616
3919,5218,2929,4615
3920,5215,2933,4613
3921,5212,2937,4611
3922,5210,2939,4612
3923,5208,2938,4616
3924,5211,2937,4619
3925,5207,2939,4618
3926,5212,2944,4615
3927,5211,2946,4617
3928,5215,2947,4614
3929,5211,2949,4617
3930,5212,2955,4621
3931,5217,2955,4621
3932,5220,2961,4626
3933,5219,2959,4631
3934,5221,2962,4636
3935,5226,2964,4637
3936,5231,2967,4636
3937,5228,2965,4638
3938,5232,2965,4638
3939,5236,2960,4642
3940,5230,2962,4642
3941,5234,2967,4641
3942,5238,2972,4638
3943,5241,2977,4636
3944,5241,2973,4637
3945,5246,2971,4643
3946,5241,2974,4647
3947,5242,2973,4646
3948,5244,2979,4649
3949,5239,2974,4645
3950,5247,2969,4648
3951,5241,2969,4651
3952,5247,2968,4656
3953,5250,2968,4655
3954,5256,2966,4653
3955,5263,2967,4656
3956,5263,2966,4658
3957,5264,2967,4661
3958,5264,2966,4660
3959,5272,2972,4667
3960,5279,2971,4674
3961,5277,2977,4681
3962,5277,2977,4679
3963,5275,2978,4678
3964,5282,2983,4683
3965,5279,2989,4690
3966,5273,2992,4692
3967,5272,2989,4693
3968,5277,2985,4700
3969,5271,2991,4702
3970,5267,2994,4705
3971,5275,2992,4706
3972,5270,2987,4701
3973,5276,2990,4704
3974,5283,2993,4701
3975,5277,2992,4708
3976,5283,2992,4709
3977,5291,2988,4714
3978,5287,2992,4715
3979,5281,2991,4711
3980,5280,2997,4715
3981,5288,3002,4711
3982,5292,2998,4714
3983,5288,3002,4715
3984,5290,3005,4717
3985,5285,3008,4720
3986,5282,3012,4721
3987,5289,3010,4717
3988,5296,3010,4712
3989,5300,3005,4712
3990,5299,3005,4710
3991,5299,3005,4716
3992,5299,3007,4723
3993,5307,3005,4727
3994,5314,3007,4734
3995,5318,3008,4729
3996,5320,3005,4735
3997,5322,3000,4734
3998,5326,3006,4729
3999,5329,3001,4725
4000,5323,3007,4732
4001,5329,3008,4728
4002,5331,3008,4731
4003,5338,3011,4736
4004,5342,3006,4741
4005,5346,3005,4741
4006,5351,3009,4736
4007,5350,3014,4736
4008,5346,3010,4736
4009,5340,3006,4735
4010,5338,3008,4730
4011,5332,3006,4731
4012,5326,3007,4737
4013,5330,3006,4742
4014,5335,3012,4737
4015,5342,3018,4735
4016,5340,3022,4739
4017,5337,3024,4737
4018,5331,3024,4733
4019,5331,3027,4733
4020,5328,3030,4739
4021,5329,3027,4736
4022,5323,3030,4732
4023,5323,3028,4730
4024,5324,3029,4735
4025,5322,3035,4737
4026,5317,3035,4733
4027,5313,3040,4729
4028,5310,3040,4724
4029,5308,3038,4721
4030,5314,3043,4727
4031,5309,3038,4730
4032,5311,3038,4726
4033,5317,3037,4730
4034,5315,3040,4729
4035,5321,3038,4733
4036,5319,3038,4735
4037,5314,3035,4733
4038,5310,3035,4739
4039,5310,3041,4745
4040,5306,3036,4741
4041,5310,3040,4744
4042,5304,3038,4741
4043,5304,3034,4747
4044,5306,3029,4749
4045,5301,3032,4748
4046,5306,3030,4755
4047,5305,3025,4758
4048,5307,3026,4757
4049,5303,3029,4752
4050,5310,3034,4750
4051,5316,3031,4749
4052,5311,3033,4748
4053,5305,3031,4746
4054,5304,3029,4746
4055,5303,3029,4752
4056,5311,3025,4756
4057,5309,3024,4758
4058,5310,3024,4755
4059,5315,3029,4757
4060,5317,3026,4755
4061,5320,3022,4756
4062,5325,3021,4752
4063,5320,3025,4751
4064,5321,3023,4749
4065,5329,3018,4745
4066,5326,3021,4740
4067,5329,3021,4736
4068,5328,3016,4742
4069,5328,3014,4748
4070,5328,3016,4743
4071,5336,3021,4748
4072,5335,3016,4752
4073,5333,3021,4750
4074,5329,3026,4748
4075,5331,3022,4745
4076,5333,3020,4743
4077,5331,3022,4746
4078,5330,3020,4747
4079,5324,3024,4749
4080,5329,3023,4746
4081,5330,3022,4745
4082,5324,3022,4744
4083,5319,3020,4743
4084,5326,3025,4749
4085,5332,3030,4748
4086,5327,3032,4753
4087,5327,3037,4754
4088,5329,3035,4753
4089,5335,3030,4748
4090,5340,3033,4749
4091,5341,3028,4750
4092,5339,3027,4745
4093,5343,3025,4742
4094,5344,3024,4744
4095,5345,3022,4748
4096,5351,3022,4748
4097,5355,3017,4751
4098,5356,3015,4746
4099,5356,3017,4753
4100,5350,3017,4758
4101,5357,3012,4761
4102,5365,3007,4762
4103,5373,3002,4765
4104,5375,2998,4761
4105,5383,2998,4757
4106,5389,2995,4752
4107,5385,2992,4749
4108,5386,2996,4745
4109,5387,3001,4744
4110,5382,2998,4739
4111,5377,2995,4746
4112,5384,3000,4746
4113,5387,2998,4747
4114,5387,2997,4742
4115,5394,3003,4742
4116,5394,3005,4741
4117,5397,3005,4745
4118,5396,3008,4742
4119,5400,3010,4749
4120,5399,3010,4744
4121,5401,3015,4744
4122,5409,3011,4745
4123,5405,3015,4752
4124,5410,3011,4757
4125,5416,3016,4754
4126,5412,3013,4751
4127,5413,3010,4751
4128,5408,3013,4750
4129,5405,3015,4753
4130,5403,3017,4758
4131,5403,3016,4761
4132,5407,3012,4767
4133,5402,3015,4770
4134,5406,3017,4768
4135,5410,3012,4768
4136,5406,3011,4768
4137,5414,3017,4774
4138,5411,3012,4778
4139,5417,3016,4783
4140,5425,3013,4778
4141,5426,3018,4773
4142,5426,3014,4771
4143,5422,3017,4778
4144,5429,3016,4777
4145,5426,3020,4781
4146,5432,3025,4777
4147,5427,3029,4782
4148,5422,3027,4786
4149,5419,3023,4785
4150,5421,3027,4780
4151,5420,3033,4782
4152,5415,3037,4786
4153,5414,3034,4790
4154,5416,3033,4795
4155,5414,3032,4790
4156,5421,3038,4786
4157,5423,3040,4784
4158,5421,3044,4780
4159,5424,3050,4780
4160,5419,3056,4783
4161,5416,3062,4778
4162,5416,3059,4776
4163,5414,3060,4779
4164,5417,3065,4786
4165,5416,3060,4788
4166,5418,3065,4785
4167,5425,3065,4781
4168,5425,3062,4785
4169,5420,3061,4782
4170,5416,3065,4785
4171,5424,3061,4788
4172,5432,3056,4790
4173,5428,3055,4792
4174,5423,3056,4799
4175,5425,3052,4797
4176,5429,3053,4800
4177,5437,3049,4800
4178,5442,3052,4800
4179,5442,3054,4799
4180,5446,3057,4795
4181,5451,3058,4792
4182,5458,3060,4793
4183,5462,3064,4795
4184,5466,3068,4800
4185,5474,3071,4806
4186,5474,3069,4810
4187,5471,3074,4812
4188,5473,3075,4813
4189,5472,3075,4818
4190,5466,3072,4814
4191,5468,3078,4821
4192,5462,3078,4817
4193,5458,3073,4824
4194,5454,3078,4829
4195,5458,3074,4826
4196,5457,3077,4830
4197,5455,3079,4837
4198,5452,3077,4841
4199,5459,3083,4837
4200,5457,3079,4833
4201,5456,3077,4834
4202,5457,3083,4837
4203,5452,3086,4844
4204,5457,3089,4851
4205,5459,3084,4853
4206,5464,3087,4857
4207,5459,3086,4864
4208,5463,3082,4869
4209,5459,3086,4868
4210,5455,3090,4867
4211,5451,3090,4863
4212,5449,3094,4866
4213,5444,3092,4869
4214,5442,3098,4866
4215,5440,3100,4865
4216,5441,3103,4866
4217,5449,3100,4863
4218,5453,3100,4866
4219,5448,3102,4871
4220,5445,3106,4873
4221,5448,3104,4875
4222,5443,3105,4875
4223,5444,3105,4873
4224,5438,3109,4878
4225,5440,3106,4876
4226,5444,3109,4878
4227,5439,3111,4877
4228,5438,3108,4877
4229,5443,3108,4875
4230,5439,3110,4871
4231,5443,3114,4867
4232,5439,3113,4872
4233,5437,3110,4875
4234,5434,3105,4870
4235,5433,3109,4873
4236,5437,3109,4878
4237,5431,3106,4885
4238,5429,3106,4892
4239,5436,3102,4893
4240,5440,3107,4889
4241,5445,3108,4892
4242,5444,3112,4898
4243,5438,3118,4897
4244,5437,3123,4904
4245,5431,3129,4899
4246,5433,3126,4898
4247,5440,3127,4896
4248,5436,3122,4898
4249,5442,3125,4895
4250,5440,3126,4902
4251,5445,3129,4909
4252,5448,3131,4908
4253,5448,3135,4911
4254,5454,3135,4912
4255,5462,3136,4910
4256,5464,3135,4910
4257,5464,3138,4909
4258,5464,3136,4913
4259,5467,3137,4919
4260,5473,3142,4921
4261,5468,3139,4917
4262,5469,3138,4914
4263,5477,3134,4916
4264,5477,3132,4917
4265,5475,3130,4919
4266,5475,3130,4925
4267,5473,3127,4923
4268,5472,3127,4922
4269,5477,3132,4925
4270,5483,3135,4928
4271,5478,3141,4925
4272,5483,3138,4932
4273,5487,3136,4927
4274,5485,3133,4929
4275,5485,3134,4932
4276,5482,3130,4937
4277,5480,3131,4935
4278,5484,3132,4936
4279,5479,3131,4934
4280,5474,3126,4936
4281,5476,3131,4935
4282,5484,3136,4942
4283,5482,3141,4937
4284,5477,3138,4944
4285,5480,3134,4946
4286,5483,3133,4951
4287,5490,3128,4958
4288,5492,3124,4955
4289,5493,3129,4951
4290,5489,3134,4950
4291,5488,3130,4953
4292,5483,3131,4954
4293,5483,3130,4951
4294,5483,3133,4956
4295,5478,3134,4959
4296,5478,3138,4955
4297,5475,3133,4954
4298,5482,3139,4956
4299,5485,3135,4953
4300,5493,3132,4953
4301,5497,3132,4954
4302,5503,3129,4953
4303,5508,3132,4948
4304,5511,3128,4949
4305,5509,3130,4945
4306,5504,3132,4952
4307,5507,3138,4956
4308,5512,3139,4962
4309,5514,3135,4960
4310,5515,3141,4958
4311,5513,3145,4963
4312,5511,3144,4968
4313,5507,3141,4970
4314,5509,3140,4977
4315,5508,3138,4979
4316,5512,3142,4984
4317,5513,3137,4991
4318,5508,3135,4988
4319,5502,3138,4993
4320,5502,3136,4998
4321,5508,3139,4995
4322,5505,3142,4997
4323,5509,3145,4998
4324,5503,3146,5003
4325,5508,3146,4999
4326,5511,3142,4994
4327,5508,3140,4992
4328,5503,3144,4993
4329,5499,3142,4991
4330,5503,3141,4993
4331,5503,3139,4996
4332,5508,3143,4991
4333,5516,3148,4987
4334,5519,3148,4982
4335,5518,3152,4988
4336,5521,3157,4995
4337,5519,3153,4991
4338,5524,3151,4996
4339,5530,3146,4992
4340,5526,3151,4989
4341,5532,3153,4989
4342,5527,3154,4987
4343,5527,3158,4985
4344,5522,3160,4982
4345,5521,3155,4979
4346,5527,3152,4977
4347,5522,3149,4984
4348,5516,3154,4989
4349,5524,3159,4991
4350,5532,3165,4992
4351,5528,3163,4991
4352,5530,3165,4992
4353,5525,3160,4995
4354,5527,3164,4997
4355,5535,3162,5002
4356,5543,3167,5003
4357,5545,3172,5003
4358,5550,3168,5010
4359,5556,3163,5011
4360,5557,3167,5008
4361,5560,3163,5004
4362,5565,3159,5000
4363,5562,3161,4997
4364,5558,3156,5004
4365,5559,3156,5001
4366,5553,3157,5005
4367,5557,3156,5003
4368,5564,3159,5009
4369,5567,3165,5014
4370,5565,3166,5016
4371,5562,3162,5023
4372,5567,3157,5018
4373,5564,3157,5023
4374,5565,3159,5025
4375,5562,3159,5031
4376,5567,3156,5037
4377,5563,3160,5042
4378,5566,3163,5038
4379,5567,3167,5045
4380,5567,3168,5050
4381,5574,3171,5046
4382,5572,3170,5043
4383,5570,3169,5049
4384,5574,3169,5052
4385,5579,3169,5048
4386,5577,3172,5055
4387,5581,3171,5061
4388,5588,3175,5064
4389,5593,3171,5067
4390,5589,3175,5069
4391,5591,3180,5073
4392,5594,3177,5075
4393,5592,3183,5074
4394,5590,3181,5074
4395,5589,3184,5078
4396,5595,3185,5082
4397,5598,3181,5082
4398,5596,3179,5089
4399,5602,3184,5093
4400,5600,3179,5094
4401,5598,3182,5101
4402,5604,3181,5097
4403,5611,3182,5104
4404,5610,3186,5110
4405,5605,3187,5117
4406,5601,3184,5124
4407,5602,3180,5128
4408,5599,3184,5132
4409,5594,3189,5134
4410,5599,3194,5139
4411,5599,3191,5138
4412,5602,3195,5141
4413,5602,3198,5139
4414,5608,3198,5137
4415,5602,3193,5140
4416,5603,3195,5140
4417,5600,3194,5135
4418,5599,3194,5131
4419,5604,3195,5129
4420,5602,3201,5133
4421,5598,3207,5134
4422,5603,3213,5139
4423,5606,3215,5136
4424,5614,3217,5142
4425,5610,3223,5141
4426,5610,3221,5145
4427,5611,3221,5147
4428,5609,3226,5151
4429,5612,3226,5149
4430,5620,3232,5152
4431,5625,3231,5156
4432,5629,3237,5160
4433,5623,3242,5159
4434,5625,3237,5160
4435,5626,3241,5166
4436,5621,3245,5161
4437,5615,3251,5166
4438,5618,3248,5168
4439,5620,3247,5168
4440,5615,3248,5164
4441,5614,3251,5160
4442,5613,3255,5162
4443,5609,3260,5166
4444,5614,3255,5163
4445,5610,3255,5161
4446,5608,3251,5156
4447,5604,3253,5151
4448,5603,3252,5153
4449,5604,3254,5157
4450,5610,3250,5162
4451,5618,3254,5159
4452,5612,3256,5155
4453,5609,3262,5162
4454,5614,3265,5167
4455,5620,3261,5173
4456,5624,3262,5180
4457,5628,3259,5182
4458,5629,3260,5187
4459,5630,3263,5187
4460,5638,3259,5184
4461,5643,3260,5184
4462,5647,3264,5186
4463,5651,3267,5187
4464,5658,3272,5189
4465,5652,3269,5190
4466,5647,3270,5196
4467,5644,3267,5198
4468,5643,3263,5201
4469,5644,3259,5206
4470,5645,3261,5201
4471,5643,3256,5205
4472,5644,3252,5201
4473,5652,3255,5196
4474,5648,3253,5201
4475,5656,3257,5200
4476,5652,3253,5196
4477,5657,3252,5195
4478,5662,3250,5202
4479,5665,3248,5197
4480,5665,3248,5199
4481,5671,3248,5206
4482,5678,3253,5211
4483,5684,3258,5217
4484,5684,3256,5224
4485,5685,3262,5227
4486,5683,3267,5232
4487,5690,3271,5235
4488,5697,3270,5231
4489,5696,3269,5229
4490,5695,3268,5236
4491,5699,3271,5236
4492,5694,3272,5242
4493,5698,3269,5237
4494,5700,3266,5239
4495,5703,3266,5239
4496,5710,3266,5240
4497,5709,3264,5235
4498,5717,3266,5232
4499,5721,3262,5238
4500,5726,3265,5233
4501,5726,3265,5229
4502,5728,3265,5230
4503,5731,3265,5231
4504,5730,3269,5226
4505,5724,3271,5225
4506,5728,3270,5229
4507,5733,3272,5231
4508,5735,3276,5235
4509,5737,3278,5232
4510,5743,3283,5227
4511,5742,3287,5228
4512,5743,3287,5232
4513,5751,3283,5227
4514,5751,3279,5234
4515,5758,3282,5232
4516,5763,3282,5235
4517,5763,3278,5239
4518,5767,3276,5245
4519,5766,3276,5252
4520,5760,3271,5256
4521,5756,3266,5256
4522,5762,3272,5254
4523,5764,3274,5252
4524,5767,3275,5259
4525,5767,3281,5259
4526,5761,3287,5264
4527,5761,3290,5270
4528,5764,3286,5273
4529,5768,3285,5273
4530,5764,3290,5276
4531,5762,3290,5283
4532,5769,3289,5283
4533,5772,3289,5278
4534,5777,3290,5278
4535,5782,3296,5283
4536,5784,3291,5282
4537,5778,3286,5279
4538,5784,3281,5283
4539,5785,3283,5284
4540,5793,3282,5284
4541,5798,3285,5284
4542,5802,3290,5279
4543,5800,3290,5276
4544,5802,3289,5281
4545,5808,3290,5287
4546,5807,3290,5289
4547,5803,3285,5293
4548,5803,3291,5294
4549,5801,3288,5289
4550,5800,3293,5285
4551,5794,3297,5283
4552,5802,3297,5280
4553,5806,3293,5275
4554,5804,3295,5282
4555,5803,3291,5281
4556,5797,3296,5280
4557,5805,3299,5280
4558,5802,3305,5280
4559,5797,3306,5276
4560,5805,3305,5276
4561,5804,3300,5282
4562,5805,3299,5287
4563,5805,3294,5294
4564,5807,3298,5294
4565,5809,3302,5301
4566,5805,3308,5297
4567,5799,3312,5297
4568,5794,3307,5292
4569,5791,3305,5289
4570,5794,3307,5289
4571,5794,3309,5287
4572,5794,3309,5292
4573,5792,3314,5289
4574,5796,3312,5290
4575,5792,3315,5286
4576,5788,3314,5283
4577,5788,3313,5280
4578,5787,3312,5286
4579,5787,3317,5283
4580,5787,3315,5287
4581,5794,3315,5291
4582,5792,3311,5297
4583,5799,3309,5302
4584,5793,3314,5299
4585,5787,3315,5301
4586,5791,3321,5306
4587,5795,3321,5306
4588,5797,3323,5311
4589,5794,3318,5309
4590,5797,3315,5313
4591,5795,3311,5308
4592,5799,3313,5308
4593,5802,3313,5308
4594,5805,3312,5306
4595,5807,3308,5310
4596,5815,3310,5309
4597,5822,3314,5304
4598,5826,3315,5308
4599,5824,3321,5303
4600,5829,3321,5300
4601,5833,3318,5304
4602,5830,3314,5301
4603,5828,3309,5301
4604,5828,3314,5308
4605,5832,3319,5315
4606,5831,3322,5312
4607,5825,3317,5309
4608,5828,3320,5310
4609,5834,3325,5309
4610,5829,3327,5308
4611,5824,3323,5306
4612,5829,3329,5308
4613,5836,3324,5304
4614,5844,3328,5309
4615,5850,3330,5308
4616,5845,3330,5309
4617,5850,3333,5306
4618,5856,3336,5313
4619,5863,3332,5319
4620,5868,3335,5323
4621,5874,3331,5322
4622,5872,3335,5320
4623,5877,3333,5319
4624,5883,3333,5317
4625,5885,3331,5318
4626,5891,3331,5314
4627,5899,3334,5311
4628,5894,3334,5316
4629,5898,3338,5313
4630,5901,3338,5313
4631,5899,3338,5308
4632,5906,3341,5313
4633,5910,3346,5308
4634,5907,3343,5309
4635,5914,3343,5305
4636,5922,3344,5307
4637,5928,3340,5313
4638,5926,3345,5318
4639,5931,3343,5313
4640,5936,3346,5308
4641,5936,3343,5306
4642,5936,3338,5307
4643,5939,3335,5313
4644,5945,3341,5311
4645,5943,3347,5318
4646,5950,3348,5321
4647,5954,3353,5319
4648,5955,3359,5318
4649,5949,3360,5316
4650,5953,3363,5313
4651,5948,3362,5319
4652,5947,3366,5321
4653,5943,3369,5325
4654,5947,3373,5324
4655,5954,3371,5328
4656,5956,3367,5331
4657,5955,3364,5337
4658,5953,3359,5337
4659,5953,3354,5337
4660,5950,3350,5332
4661,5948,3356,5329
4662,5947,3355,5330
4663,5952,3354,5337
4664,5953,3359,5336
4665,5954,3358,5338
4666,5954,3353,5343
4667,5955,3359,5340
4668,5955,3365,5347
4669,5954,3364,5348
4670,5950,3360,5355
4671,5953,3361,5351
4672,5950,3364,5349
4673,5947,3362,5352
4674,5941,3368,5348
4675,5939,3363,5354
4676,5942,3368,5360
4677,5944,3372,5360
4678,5951,3373,5359
4679,5950,3374,5359
4680,5952,3375,5361
4681,5951,3375,5360
4682,5952,3374,5358
4683,5952,3378,5353
4684,5951,3378,5351
4685,5950,3383,5350
4686,5950,3378,5345
4687,5951,3383,5340
4688,5946,3381,5345
4689,5944,3380,5343
4690,5940,3376,5350
4691,5941,3376,5348
4692,5941,3377,5346
4693,5949,3374,5352
4694,5953,3369,5349
4695,5958,3364,5347
4696,5955,3367,5349
4697,5949,3362,5348
4698,5953,3366,5354
4699,5949,3371,5356
4700,5949,3370,5360
4701,5950,3372,5363
4702,5945,3377,5359
4703,5948,3383,5360
4704,5951,3382,5363
4705,5956,3382,5358
4706,5956,3383,5355
4707,5952,3385,5355
4708,5948,3380,5362
4709,5956,3381,5358
4710,5951,3376,5365
4711,5957,3374,5370
4712,5965,3377,5372
4713,5968,3377,5370
4714,5964,3376,5376
4715,5972,3376,5380
4716,5969,3382,5378
4717,5972,3387,5385
4718,5980,3387,5389
4719,5987,3393,5384
4720,5995,3398,5383
4721,6000,3403,5380
4722,6001,3409,5383
4723,6005,3407,5384
4724,6004,3413,5381
4725,6012,3413,5379
4726,6008,3417,5386
4727,6015,3420,5390
4728,6023,3424,5394
4729,6031,3426,5392
4730,6034,3428,5392
4731,6039,3425,5398
4732,6039,3426,5402
4733,6039,3431,5403
4734,6043,3433,5404
4735,6045,3434,5404
4736,6049,3437,5405
4737,6050,3435,5401
4738,6052,3436,5406
4739,6050,3437,5403
4740,6044,3441,5401
4741,6041,3436,5396
4742,6047,3441,5394
4743,6047,3437,5395
4744,6046,3435,5395
4745,6054,3437,5401
4746,6052,3432,5404
4747,6055,3438,5408
4748,6053,3442,5404
4749,6051,3444,5406
4750,6054,3439,5409
4751,6057,3443,5413
4752,6060,3441,5409
4753,6058,3444,5404
4754,6065,3443,5400
4755,6061,3442,5398
4756,6056,3447,5401
4757,6061,3453,5407
4758,6064,3449,5402
4759,6061,3448,5401
4760,6064,3448,5406
4761,6069,3449,5408
4762,6068,3451,5409
4763,6064,3447,5408
4764,6061,3453,5410
